City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,victor harbor,-35.5667,138.6167,14.27,83,53,1.49,AU,1678726011
364,ulaanbaatar,47.9077,106.8832,-8.93,73,40,8.0,MN,1678726013
365,curanilahue,-37.4667,-73.35,22.82,41,10,2.99,CL,1678726013
366,gannan,47.9147,123.5031,-6.59,46,100,2.0,CN,1678726014
367,maltahohe,-24.8333,16.9833,29.2,10,11,10.4,NA,1678726014
368,cody,44.5263,-109.0565,5.36,48,0,2.24,US,1678726014
369,sao jose da coroa grande,-8.8978,-35.1478,29.24,66,97,4.69,BR,1678726014
370,chaumont,48.1167,5.1333,13.54,89,99,7.63,FR,1678726015
371,seoul,37.5683,126.9778,3.69,58,0,3.6,KR,1678726015
372,hofn,64.2539,-15.2082,-3.99,39,20,13.89,IS,1678726016
373,edson,53.5835,-116.4356,-13.92,85,40,4.63,CA,1678725940
374,kalat,29.0225,66.5916,14.04,32,27,1.66,PK,1678725874
375,suez,29.9737,32.5263,23.09,36,43,2.63,EG,1678726016
376,san jose,37.3394,-121.895,16.12,81,100,4.92,US,1678725834
377,sanming,26.2486,117.6186,12.48,88,82,0.54,CN,1678726017
378,huangchuan,32.1272,115.0394,10.16,31,0,4.48,CN,1678726017
379,waikuku,-43.3,172.6833,9.16,88,23,2.53,NZ,1678726018
380,mareeba,-17.0,145.4333,23.58,96,99,0.61,AU,1678726018
381,pangnirtung,66.1451,-65.7125,-14.0,66,100,0.0,CA,1678726018
382,henties bay,-22.116,14.2845,18.08,80,6,5.8,NA,1678726019
383,ulagan,50.6321,87.9563,-10.85,90,13,0.85,RU,1678726019
384,kudat,6.8837,116.8477,22.96,94,20,1.03,MY,1678726019
385,durazno,-33.4131,-56.5006,33.97,49,20,3.6,UY,1678726020
386,suruc,36.9761,38.425,16.06,52,95,3.11,TR,1678726020
387,laguna,38.421,-121.4238,15.42,84,100,4.12,US,1678726020
388,half moon bay,37.4636,-122.4286,16.05,88,75,5.14,US,1678726021
389,teya,60.3778,92.6267,-13.32,99,97,1.45,RU,1678726021
390,nome,64.5011,-165.4064,-13.96,85,100,3.6,US,1678726021
391,aripuana,-9.1667,-60.6333,26.33,74,99,1.53,BR,1678726022
392,pisco,-13.7,-76.2167,27.23,78,0,3.6,PE,1678725930
393,la libertad,-2.2333,-80.9,28.81,84,20,2.06,EC,1678726022
394,beruwala,6.4788,79.9828,25.55,84,68,1.13,LK,1678726022
395,pathein,16.7833,94.7333,24.04,79,45,1.96,MM,1678726023
396,khao wong,16.7001,104.0902,19.42,70,97,5.62,TH,1678726023
397,kiunga,-6.1219,141.2906,22.94,99,100,0.76,PG,1678726024
398,saint-francois,46.4154,3.9054,19.69,56,96,4.63,FR,1678726024
399,the valley,18.217,-63.0578,28.92,65,20,4.63,AI,1678726025
400,turinskaya sloboda,57.6232,64.3858,-1.29,77,63,7.02,RU,1678726025
401,beloha,-25.1667,45.05,23.7,74,98,8.04,MG,1678726025
402,proletarsk,46.7031,41.7192,4.3,56,99,2.75,RU,1678726026
403,santa isabel,-23.3156,-46.2214,27.42,86,98,0.52,BR,1678726026
404,yumen,40.2833,97.2,6.03,34,3,3.24,CN,1678726026
405,mancio lima,-7.6142,-72.8958,27.04,78,75,4.12,BR,1678726027
406,sao miguel do araguaia,-13.275,-50.1628,28.07,70,95,2.18,BR,1678726027
407,aswan,24.0934,32.907,30.61,17,0,4.12,EG,1678726028
408,sassandra,4.95,-6.0833,28.78,64,6,3.1,CI,1678726028
409,nyurba,63.2842,118.3319,-9.69,95,100,2.94,RU,1678726028
410,tura,25.5198,90.2201,22.05,27,18,1.22,IN,1678726029
411,dadri,28.5667,77.55,26.12,20,82,1.1,IN,1678726029
412,syracuse,37.0881,15.2792,15.65,86,3,5.65,IT,1678725940
413,morehead,37.2711,-87.1764,1.66,64,100,3.09,US,1678726030
414,karoi,-16.8099,29.6925,18.89,76,99,4.67,ZW,1678726030
415,boyolangu,-8.1181,111.8935,23.75,87,100,0.8,ID,1678726030
416,bonavista,48.6499,-53.1147,0.1,85,6,7.77,CA,1678726031
417,touros,-5.1989,-35.4608,30.15,60,99,5.65,BR,1678726031
418,sao felix do xingu,-6.6447,-51.995,23.54,93,100,0.41,BR,1678726031
419,mountain home,43.133,-115.6912,6.9,93,75,8.23,US,1678725750
420,giyon,8.5333,37.9833,16.28,78,78,0.34,ET,1678726032
421,manga,11.6636,-1.0731,38.66,5,49,3.99,BF,1678726033
422,chicama,-7.8447,-79.1469,27.3,62,96,4.38,PE,1678726034
423,khasan,42.4308,130.6434,-0.23,54,49,0.83,RU,1678726034
424,havre-saint-pierre,50.2334,-63.5986,0.2,69,0,2.06,CA,1678725850
425,ariquemes,-9.9133,-63.0408,25.13,94,98,2.56,BR,1678725829
426,newport,51.5877,-2.9984,12.05,89,75,8.11,GB,1678725747
427,biak,-0.9131,122.8766,23.83,83,96,1.05,ID,1678726035
428,anadyr,64.75,177.4833,-15.72,77,6,6.0,RU,1678726036
429,poya,-21.35,165.15,25.11,84,98,1.69,NC,1678726036
430,boende,-0.2167,20.8667,22.66,91,98,1.36,CD,1678726036
431,maues,-3.3836,-57.7186,28.29,77,92,0.13,BR,1678726037
432,yuzhno-kurilsk,44.0306,145.8556,1.53,99,100,5.37,RU,1678726037
433,cambridge,43.3601,-80.3127,1.79,84,100,2.06,CA,1678725967
434,sorland,67.667,12.6934,-1.08,59,22,7.65,NO,1678726039
435,san cristobal,7.7669,-72.225,22.1,45,73,3.29,VE,1678726039
436,lorengau,-2.0226,147.2712,27.15,78,78,2.16,PG,1678726039
437,jasper,37.2001,-94.3502,1.6,64,75,4.63,US,1678725869
438,oloron-sainte-marie,43.1944,-0.6107,19.96,55,67,7.38,FR,1678726040
439,magadan,59.5667,150.8,-3.59,94,100,4.33,RU,1678725891
440,broken hill,-31.95,141.4333,19.81,38,86,2.93,AU,1678726040
441,dingle,10.9995,122.6711,24.34,89,51,3.57,PH,1678726041
442,taoudenni,22.6783,-3.9836,37.59,6,0,4.45,ML,1678726041
443,sao joao da barra,-21.6403,-41.0511,32.05,70,90,4.05,BR,1678725834
444,ossora,59.2353,163.0719,-13.01,88,100,0.95,RU,1678726042
445,viedma,-40.8135,-62.9967,27.21,49,100,3.7,AR,1678726042
446,fagnano olona,45.6698,8.8599,14.2,66,75,3.6,IT,1678726042
447,pedernales,18.0384,-71.744,27.8,53,0,3.79,DO,1678726043
448,ginir,7.1333,40.7,17.64,71,83,2.43,ET,1678726043
449,baruun-urt,46.6806,113.2792,-3.93,65,100,5.6,MN,1678726043
450,zhigansk,66.7697,123.3711,-20.57,93,27,4.65,RU,1678726044
451,ambulu,-8.345,113.6058,24.37,84,81,0.98,ID,1678726044
452,kirakira,-10.4544,161.9205,26.41,86,99,3.28,SB,1678726044
453,katsuura,35.1333,140.3,11.04,78,93,11.54,JP,1678726045
454,keuruu,62.2667,24.7,-1.22,77,85,5.64,FI,1678726045
455,kaeo,-35.1,173.7833,14.07,88,65,3.03,NZ,1678726046
456,primorsk,46.7348,36.3443,4.89,47,1,2.77,UA,1678726046
457,shebunino,46.4339,141.8603,0.67,73,100,10.95,RU,1678726046
458,lom sak,16.7798,101.2422,24.84,50,90,2.61,TH,1678726047
459,kargat,55.1956,80.2811,-11.8,94,28,3.64,RU,1678726047
460,nyborg,55.3127,10.7896,9.24,80,99,14.88,DK,1678726047
461,timra,62.487,17.3257,-0.18,93,100,10.29,SE,1678726048
462,beringovskiy,63.05,179.3167,-8.13,78,100,5.21,RU,1678726048
463,sussex,41.1834,-74.6663,5.05,86,100,2.57,US,1678725940
464,garden city,42.3256,-83.331,0.43,90,100,2.06,US,1678725857
465,gizo,-8.103,156.8419,27.32,77,100,4.01,SB,1678726049
466,svetlyy,54.675,20.1347,6.03,95,100,10.84,RU,1678726049
467,portland,45.5234,-122.6762,8.39,94,100,3.09,US,1678725882
468,road town,18.4167,-64.6167,27.05,65,20,2.57,VG,1678725955
469,kruisfontein,-34.0033,24.7314,22.16,57,0,1.61,ZA,1678726050
470,torremolinos,36.6204,-4.4998,26.75,26,0,6.69,ES,1678726050
471,suchiapa,16.6167,-93.0833,31.53,42,6,2.24,MX,1678726050
472,saint-joseph,-21.3667,55.6167,24.21,80,20,6.4,RE,1678726051
473,george,-33.963,22.4617,19.75,88,20,2.06,ZA,1678726051
474,peniche,39.3558,-9.3811,17.38,83,5,7.0,PT,1678726051
475,morondava,-20.2833,44.2833,27.72,76,75,5.62,MG,1678726052
476,lysyanka,49.2523,30.8295,4.85,58,98,5.19,UA,1678726052
477,prince rupert,54.3161,-130.3201,0.83,93,100,3.6,CA,1678725941
478,high level,58.5169,-117.136,-19.94,92,75,1.03,CA,1678725941
479,gat,31.61,34.7642,20.45,2,45,2.11,IL,1678725904
480,darhan,49.4867,105.9228,-8.58,66,87,4.32,MN,1678726053
481,gunjur,13.2019,-16.7339,38.04,30,0,5.14,GM,1678726053
482,shakawe,-18.3667,21.85,26.26,34,63,2.78,BW,1678726054
483,pulaski,34.7668,-92.3001,9.69,46,0,6.71,US,1678725786
484,auki,-8.7676,160.7034,24.89,90,100,2.1,SB,1678726054
485,rantepao,-2.9701,119.8978,19.36,97,100,0.97,ID,1678726055
486,byron bay,-28.65,153.6167,22.06,89,54,3.86,AU,1678725963
487,great bend,38.3645,-98.7648,-0.64,68,100,2.57,US,1678726055
488,angoche,-16.2325,39.9086,26.21,88,100,4.55,MZ,1678726055
489,mudgee,-32.5943,149.5871,18.21,88,90,4.55,AU,1678726056
490,broome,42.2506,-75.833,4.45,82,100,2.06,US,1678726056
491,sola,-13.8833,167.55,26.59,81,100,9.61,VU,1678726057
492,walcz,53.2779,16.4712,10.29,91,99,7.58,PL,1678726057
493,ballina,-28.8667,153.5667,22.1,99,41,3.63,AU,1678726058
494,koumac,-20.5667,164.2833,24.84,75,76,1.99,NC,1678726058
495,hami,42.8,93.45,10.27,40,100,8.35,CN,1678726059
496,batemans bay,-35.7167,150.1833,18.39,86,85,1.55,AU,1678726059
497,winslow,35.0242,-110.6974,8.1,49,100,1.54,US,1678726060
498,ust-omchug,61.15,149.6333,-10.17,96,100,1.41,RU,1678726060
499,mokhsogollokh,61.4681,128.9203,-25.42,100,94,1.45,RU,1678726060
500,demba,-5.51,22.2667,21.42,96,100,1.03,CD,1678726061
501,marrakesh,31.6315,-8.0083,30.04,15,40,3.6,MA,1678726061
502,kaliua,-5.0606,31.7936,19.38,92,100,2.23,TZ,1678726061
503,teluknaga,-6.0989,106.6381,27.32,88,20,1.54,ID,1678726062
504,luanda,-8.8368,13.2343,29.0,70,20,6.69,AO,1678726062
505,chapais,49.7834,-74.8492,-4.12,88,100,3.04,CA,1678726062
506,kijang,35.2442,129.2139,5.85,45,96,2.97,KR,1678726063
507,saldanha,-33.0117,17.9442,27.03,87,21,10.2,ZA,1678726063
508,batagay,67.6333,134.6333,-25.68,97,36,1.87,RU,1678726064
509,koslan,63.4564,48.8989,-6.89,87,100,5.94,RU,1678726064
510,shelburne,44.0787,-80.2041,0.69,77,100,2.87,CA,1678725941
511,nicoya,10.1483,-85.452,30.7,58,78,1.92,CR,1678726064
512,novokayakent,42.3937,47.9861,9.78,85,84,4.85,RU,1678726065
513,vila franca do campo,37.7167,-25.4333,17.23,75,58,4.03,PT,1678726065
514,eyl,7.9803,49.8164,25.79,73,17,5.03,SO,1678726066
515,lakatoro,-16.0999,167.4164,25.92,83,100,1.12,VU,1678726066
516,opuwo,-18.0607,13.84,29.58,28,76,1.63,NA,1678726066
517,mackay,-21.15,149.2,25.93,85,50,2.79,AU,1678726067
518,kamaishi,39.2667,141.8833,1.82,66,51,3.22,JP,1678726067
519,assiniboia,49.6334,-105.9845,-9.1,62,79,5.66,CA,1678726067
520,soe,-9.8607,124.284,17.9,95,10,1.17,ID,1678726067
521,zaltan,32.947,11.8665,17.51,67,0,4.77,LY,1678726068
522,seredka,58.1584,28.1858,-0.14,85,100,6.69,RU,1678726068
523,xai-xai,-25.0519,33.6442,23.6,89,22,3.95,MZ,1678726069
524,acarau,-2.8856,-40.12,28.14,73,99,4.29,BR,1678725829
525,ankang,32.68,109.0172,12.12,47,0,1.68,CN,1678726069
526,marzuq,14.4,46.4667,21.22,63,100,1.95,YE,1678726069
527,champerico,14.3,-91.9167,30.3,61,2,4.47,GT,1678726070
528,brae,60.3964,-1.353,1.22,70,100,10.42,GB,1678726070
529,alice springs,-23.7,133.8833,26.75,22,12,2.57,AU,1678726071
530,deogarh,21.5333,84.7333,23.92,25,99,1.89,IN,1678726071
531,taywarah,33.35,64.4167,7.53,28,68,1.39,AF,1678726072
532,castro verde,37.6983,-8.0858,18.68,57,100,5.39,PT,1678726072
533,buala,-8.145,159.5921,25.5,86,100,2.52,SB,1678726072
534,nouadhibou,20.931,-17.0347,25.99,47,56,7.72,MR,1678725910
535,hirado,33.3597,129.5531,7.52,50,0,3.22,JP,1678726073
536,avila,40.5833,-5.0,13.69,64,59,8.14,ES,1678726073
537,hamada,34.8833,132.0833,3.2,50,55,1.09,JP,1678726074
538,snyder,32.7179,-100.9176,9.49,46,4,6.2,US,1678726074
539,tabuk,17.4189,121.4443,18.0,90,49,1.37,PH,1678726074
540,salalah,17.0151,54.0924,28.05,42,0,1.03,OM,1678726075
541,beroroha,-21.6667,45.1667,25.53,66,97,2.78,MG,1678726075
542,villeneuve-sur-lot,44.5,0.6667,17.97,78,80,8.84,FR,1678726075
543,nanortalik,60.1432,-45.2371,-2.16,68,17,1.33,GL,1678726076
544,kawalu,-7.3817,108.2082,21.54,94,100,0.78,ID,1678726076
545,yerbogachen,61.2767,108.0108,-25.56,100,41,1.64,RU,1678726077
546,wokha,26.1,94.2667,12.34,43,0,1.93,IN,1678726077
547,lambarene,-0.7001,10.2406,26.46,84,86,2.73,GA,1678726077
548,condega,13.365,-86.3985,33.3,35,60,2.03,NI,1678726078
549,nelson bay,-32.7167,152.15,21.67,94,73,3.58,AU,1678726078
550,itarema,-2.9248,-39.9167,28.82,69,96,4.4,BR,1678726078
551,lavrentiya,65.5833,-171.0,-20.54,99,68,2.76,RU,1678726079
552,bilibino,68.0546,166.4372,-19.48,100,100,1.51,RU,1678726079
553,praya,14.9215,-23.5087,33.3,14,0,8.23,CV,1678726081
554,kolosovka,56.4678,73.611,-8.56,87,12,5.01,RU,1678726081
